"","Date","Date_MY","Comments","Posts","Users","Total.nonfarm","Total.private","Mining.and.logging","Construction","Manufacturing","Wholesale.trade","Retail.trade","Transportation.and.warehousing","Utilities","Information","Financial.activities","Professional.and.business.services","Education.and.health.services","Leisure.and.hospitality","Other.services","Government","Federal.government","State.government","Local.government"
"2724","2021-01-26","2021-1",529,79,NA,"142,736","121,169",596,"7,412","12,213","5,631.40","15,178.30","5,674.00",539.4,"2,672","8,781","20,640","23,235","13,117","5,480","21,567","2,876","5,008","13,683"
"2725","2021-01-27","2021-1",567,74,NA,"142,736","121,169",596,"7,412","12,213","5,631.40","15,178.30","5,674.00",539.4,"2,672","8,781","20,640","23,235","13,117","5,480","21,567","2,876","5,008","13,683"
"2726","2021-01-28","2021-1",459,77,230515,"142,736","121,169",596,"7,412","12,213","5,631.40","15,178.30","5,674.00",539.4,"2,672","8,781","20,640","23,235","13,117","5,480","21,567","2,876","5,008","13,683"
"2727","2021-01-29","2021-1",874,55,NA,"142,736","121,169",596,"7,412","12,213","5,631.40","15,178.30","5,674.00",539.4,"2,672","8,781","20,640","23,235","13,117","5,480","21,567","2,876","5,008","13,683"
"2728","2021-01-30","2021-1",912,71,NA,"142,736","121,169",596,"7,412","12,213","5,631.40","15,178.30","5,674.00",539.4,"2,672","8,781","20,640","23,235","13,117","5,480","21,567","2,876","5,008","13,683"
"2729","2021-01-31","2021-1",764,65,NA,"142,736","121,169",596,"7,412","12,213","5,631.40","15,178.30","5,674.00",539.4,"2,672","8,781","20,640","23,235","13,117","5,480","21,567","2,876","5,008","13,683"
"2730","2021-02-01","2021-2",618,71,NA,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2731","2021-02-02","2021-2",895,106,234052,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2732","2021-02-03","2021-2",973,106,235023,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2733","2021-02-04","2021-2",717,77,235297,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2734","2021-02-05","2021-2",742,82,235584,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2735","2021-02-06","2021-2",334,70,235980,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2736","2021-02-07","2021-2",900,85,236326,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2737","2021-02-08","2021-2",1061,112,237232,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2738","2021-02-09","2021-2",832,85,237620,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2739","2021-02-10","2021-2",792,80,237852,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2740","2021-02-11","2021-2",1191,70,238866,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2741","2021-02-12","2021-2",567,67,239129,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2742","2021-02-13","2021-2",551,57,239604,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2743","2021-02-14","2021-2",1127,84,239920,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2744","2021-02-15","2021-2",NA,NA,240328,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2745","2021-02-16","2021-2",731,69,240768,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2746","2021-02-17","2021-2",688,104,241156,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2747","2021-02-18","2021-2",719,90,241674,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2748","2021-02-19","2021-2",841,65,242250,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2749","2021-02-20","2021-2",914,58,242527,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2750","2021-02-21","2021-2",915,77,242978,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2751","2021-02-22","2021-2",694,82,243328,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2752","2021-02-23","2021-2",1067,107,244129,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2753","2021-02-24","2021-2",861,114,244735,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2754","2021-02-25","2021-2",899,105,245361,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2755","2021-02-26","2021-2",638,75,245606,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2756","2021-02-27","2021-2",663,81,246127,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2757","2021-02-28","2021-2",994,103,246547,"143,272","121,791",598,"7,355","12,248","5,639.10","15,192.70","5,710.40",539.2,"2,678","8,774","20,733","23,292","13,530","5,502","21,481","2,882","4,955","13,644"
"2758","2021-03-01","2021-3",1220,116,246786,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2759","2021-03-02","2021-3",1399,91,247676,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2760","2021-03-03","2021-3",1423,94,248879,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2761","2021-03-04","2021-3",817,63,249462,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2762","2021-03-05","2021-3",654,69,249606,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2763","2021-03-06","2021-3",707,85,249991,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2764","2021-03-07","2021-3",811,79,250427,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2765","2021-03-08","2021-3",849,70,250891,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2766","2021-03-09","2021-3",1213,75,251336,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2767","2021-03-10","2021-3",1203,81,252091,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2768","2021-03-11","2021-3",1003,93,252384,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2769","2021-03-12","2021-3",1439,70,252848,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2770","2021-03-13","2021-3",1048,78,253252,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2771","2021-03-14","2021-3",1059,76,253634,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2772","2021-03-15","2021-3",989,86,253914,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2773","2021-03-16","2021-3",1091,83,254657,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2774","2021-03-17","2021-3",850,114,255323,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2775","2021-03-18","2021-3",1126,99,255565,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2776","2021-03-19","2021-3",659,72,255929,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2777","2021-03-20","2021-3",658,86,256102,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2778","2021-03-21","2021-3",684,70,256373,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2779","2021-03-22","2021-3",839,91,256613,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2780","2021-03-23","2021-3",1074,89,256979,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2781","2021-03-24","2021-3",1979,112,258974,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2782","2021-03-25","2021-3",1331,85,260192,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2783","2021-03-26","2021-3",NA,NA,260519,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2784","2021-03-27","2021-3",703,81,260836,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2785","2021-03-28","2021-3",2784,90,263824,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2786","2021-03-29","2021-3",1529,108,264824,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2787","2021-03-30","2021-3",1022,88,265326,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2788","2021-03-31","2021-3",964,81,266033,"144,057","122,515",613,"7,448","12,299","5,658.00","15,234.60","5,753.10",539.8,"2,683","8,787","20,807","23,396","13,757","5,539","21,542","2,888","4,967","13,687"
"2789","2021-04-01","2021-4",1381,83,266643,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2790","2021-04-02","2021-4",1048,67,266937,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2791","2021-04-03","2021-4",1051,67,267332,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2792","2021-04-04","2021-4",990,91,268965,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2793","2021-04-05","2021-4",1120,120,269894,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2794","2021-04-06","2021-4",982,96,270307,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2795","2021-04-07","2021-4",1260,112,271038,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2796","2021-04-08","2021-4",1844,96,272198,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2797","2021-04-09","2021-4",1395,109,272949,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2798","2021-04-10","2021-4",841,76,273468,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2799","2021-04-11","2021-4",969,72,274099,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2800","2021-04-12","2021-4",1600,127,275426,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2801","2021-04-13","2021-4",1547,111,276387,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2802","2021-04-14","2021-4",978,86,277168,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2803","2021-04-15","2021-4",1149,88,277864,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2804","2021-04-16","2021-4",1110,96,278151,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2805","2021-04-17","2021-4",1134,72,278777,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2806","2021-04-18","2021-4",2743,119,280174,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2807","2021-04-19","2021-4",1351,81,280706,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2808","2021-04-20","2021-4",1423,90,281638,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2809","2021-04-21","2021-4",1867,131,282250,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
"2810","2021-04-22","2021-4",1413,96,282656,"144,326","122,741",616,"7,439","12,264","5,664.90","15,212.60","5,698.20",540.2,"2,694","8,804","20,728","23,419","14,085","5,576","21,585","2,891","4,977","13,717"
