"","Date","Date_MY","Comments","Users","Posts","Total","Nonagricultural.wage.and.salary","Nonagricultural.self.employment","Employed.part.time"
"340","2014-07-18","2014-7",NA,872,NA,"146,399","135,713","8,482","28,028"
"341","2014-07-19","2014-7",NA,874,NA,"146,399","135,713","8,482","28,028"
"342","2014-07-20","2014-7",NA,876,NA,"146,399","135,713","8,482","28,028"
"343","2014-07-21","2014-7",NA,876,NA,"146,399","135,713","8,482","28,028"
"344","2014-07-22","2014-7",NA,876,NA,"146,399","135,713","8,482","28,028"
"345","2014-07-23","2014-7",NA,874,NA,"146,399","135,713","8,482","28,028"
"346","2014-07-24","2014-7",NA,873,NA,"146,399","135,713","8,482","28,028"
"347","2014-07-25","2014-7",NA,874,NA,"146,399","135,713","8,482","28,028"
"348","2014-07-26","2014-7",NA,873,NA,"146,399","135,713","8,482","28,028"
"349","2014-07-27","2014-7",NA,874,NA,"146,399","135,713","8,482","28,028"
"350","2014-07-28","2014-7",NA,874,NA,"146,399","135,713","8,482","28,028"
"351","2014-07-29","2014-7",NA,874,NA,"146,399","135,713","8,482","28,028"
"352","2014-07-30","2014-7",NA,874,NA,"146,399","135,713","8,482","28,028"
"353","2014-07-31","2014-7",NA,875,NA,"146,399","135,713","8,482","28,028"
"354","2014-08-01","2014-8",NA,876,NA,"146,530","135,688","8,541","27,814"
"355","2014-08-02","2014-8",NA,874,NA,"146,530","135,688","8,541","27,814"
"356","2014-08-03","2014-8",NA,874,NA,"146,530","135,688","8,541","27,814"
"357","2014-08-04","2014-8",NA,874,NA,"146,530","135,688","8,541","27,814"
"358","2014-08-05","2014-8",NA,874,NA,"146,530","135,688","8,541","27,814"
"359","2014-08-06","2014-8",NA,876,NA,"146,530","135,688","8,541","27,814"
"360","2014-08-07","2014-8",NA,877,NA,"146,530","135,688","8,541","27,814"
"361","2014-08-08","2014-8",NA,877,NA,"146,530","135,688","8,541","27,814"
"362","2014-08-09","2014-8",NA,877,NA,"146,530","135,688","8,541","27,814"
"363","2014-08-10","2014-8",NA,877,NA,"146,530","135,688","8,541","27,814"
"364","2014-08-11","2014-8",NA,876,NA,"146,530","135,688","8,541","27,814"
"365","2014-08-12","2014-8",NA,876,NA,"146,530","135,688","8,541","27,814"
"366","2014-08-13","2014-8",NA,878,NA,"146,530","135,688","8,541","27,814"
"367","2014-08-14","2014-8",NA,878,NA,"146,530","135,688","8,541","27,814"
"368","2014-08-15","2014-8",NA,879,NA,"146,530","135,688","8,541","27,814"
"369","2014-08-16","2014-8",NA,877,NA,"146,530","135,688","8,541","27,814"
"370","2014-08-17","2014-8",NA,876,NA,"146,530","135,688","8,541","27,814"
"371","2014-08-18","2014-8",NA,876,NA,"146,530","135,688","8,541","27,814"
"372","2014-08-19","2014-8",NA,876,NA,"146,530","135,688","8,541","27,814"
"373","2014-08-20","2014-8",NA,877,NA,"146,530","135,688","8,541","27,814"
"374","2014-08-21","2014-8",NA,877,NA,"146,530","135,688","8,541","27,814"
"375","2014-08-22","2014-8",NA,878,NA,"146,530","135,688","8,541","27,814"
"376","2014-08-23","2014-8",NA,877,NA,"146,530","135,688","8,541","27,814"
"377","2014-08-24","2014-8",NA,879,NA,"146,530","135,688","8,541","27,814"
"378","2014-08-25","2014-8",NA,879,NA,"146,530","135,688","8,541","27,814"
"379","2014-08-26","2014-8",NA,879,NA,"146,530","135,688","8,541","27,814"
"380","2014-08-27","2014-8",NA,879,NA,"146,530","135,688","8,541","27,814"
"381","2014-08-28","2014-8",NA,879,NA,"146,530","135,688","8,541","27,814"
"382","2014-08-29","2014-8",NA,880,NA,"146,530","135,688","8,541","27,814"
"383","2014-08-30","2014-8",NA,881,NA,"146,530","135,688","8,541","27,814"
"384","2014-08-31","2014-8",NA,881,NA,"146,530","135,688","8,541","27,814"
"385","2014-09-01","2014-9",NA,884,NA,"146,778","135,534","8,744","27,461"
"386","2014-09-02","2014-9",NA,884,NA,"146,778","135,534","8,744","27,461"
"387","2014-09-03","2014-9",NA,885,NA,"146,778","135,534","8,744","27,461"
"388","2014-09-04","2014-9",NA,885,NA,"146,778","135,534","8,744","27,461"
"389","2014-09-05","2014-9",NA,885,NA,"146,778","135,534","8,744","27,461"
"390","2014-09-06","2014-9",NA,884,NA,"146,778","135,534","8,744","27,461"
"391","2014-09-07","2014-9",NA,885,NA,"146,778","135,534","8,744","27,461"
"392","2014-09-08","2014-9",NA,886,NA,"146,778","135,534","8,744","27,461"
"393","2014-09-09","2014-9",NA,885,NA,"146,778","135,534","8,744","27,461"
"394","2014-09-10","2014-9",NA,885,NA,"146,778","135,534","8,744","27,461"
"395","2014-09-11","2014-9",NA,885,NA,"146,778","135,534","8,744","27,461"
"396","2014-09-12","2014-9",NA,886,NA,"146,778","135,534","8,744","27,461"
"397","2014-09-13","2014-9",NA,887,NA,"146,778","135,534","8,744","27,461"
"398","2014-09-14","2014-9",NA,889,NA,"146,778","135,534","8,744","27,461"
"399","2014-09-15","2014-9",NA,889,NA,"146,778","135,534","8,744","27,461"
"400","2014-09-16","2014-9",NA,888,NA,"146,778","135,534","8,744","27,461"
"401","2014-09-17","2014-9",NA,888,NA,"146,778","135,534","8,744","27,461"
"402","2014-09-18","2014-9",NA,889,NA,"146,778","135,534","8,744","27,461"
"403","2014-09-19","2014-9",NA,889,NA,"146,778","135,534","8,744","27,461"
"404","2014-09-20","2014-9",NA,888,NA,"146,778","135,534","8,744","27,461"
"405","2014-09-21","2014-9",NA,888,NA,"146,778","135,534","8,744","27,461"
"406","2014-09-22","2014-9",NA,890,NA,"146,778","135,534","8,744","27,461"
"407","2014-09-23","2014-9",NA,890,NA,"146,778","135,534","8,744","27,461"
"408","2014-09-24","2014-9",NA,891,NA,"146,778","135,534","8,744","27,461"
"409","2014-09-25","2014-9",NA,891,NA,"146,778","135,534","8,744","27,461"
"410","2014-09-26","2014-9",NA,891,NA,"146,778","135,534","8,744","27,461"
"411","2014-09-27","2014-9",NA,901,NA,"146,778","135,534","8,744","27,461"
"412","2014-09-28","2014-9",NA,900,NA,"146,778","135,534","8,744","27,461"
"413","2014-09-29","2014-9",NA,899,NA,"146,778","135,534","8,744","27,461"
"414","2014-09-30","2014-9",NA,899,NA,"146,778","135,534","8,744","27,461"
"415","2014-10-01","2014-10",NA,900,NA,"147,427","136,169","8,878","27,772"
"416","2014-10-02","2014-10",NA,900,NA,"147,427","136,169","8,878","27,772"
"417","2014-10-03","2014-10",NA,900,NA,"147,427","136,169","8,878","27,772"
"418","2014-10-04","2014-10",NA,901,NA,"147,427","136,169","8,878","27,772"
"419","2014-10-05","2014-10",NA,903,NA,"147,427","136,169","8,878","27,772"
"420","2014-10-06","2014-10",NA,903,NA,"147,427","136,169","8,878","27,772"
"421","2014-10-07","2014-10",NA,903,NA,"147,427","136,169","8,878","27,772"
"422","2014-10-08","2014-10",NA,905,NA,"147,427","136,169","8,878","27,772"
"423","2014-10-09","2014-10",NA,906,NA,"147,427","136,169","8,878","27,772"
"424","2014-10-10","2014-10",NA,906,NA,"147,427","136,169","8,878","27,772"
"425","2014-10-11","2014-10",NA,906,NA,"147,427","136,169","8,878","27,772"
"426","2014-10-12","2014-10",NA,906,NA,"147,427","136,169","8,878","27,772"
"427","2014-10-13","2014-10",NA,906,NA,"147,427","136,169","8,878","27,772"
"428","2014-10-14","2014-10",NA,906,NA,"147,427","136,169","8,878","27,772"
"429","2014-10-15","2014-10",NA,905,NA,"147,427","136,169","8,878","27,772"
"430","2014-10-16","2014-10",NA,904,NA,"147,427","136,169","8,878","27,772"
"431","2014-10-17","2014-10",NA,905,NA,"147,427","136,169","8,878","27,772"
"432","2014-10-18","2014-10",NA,906,NA,"147,427","136,169","8,878","27,772"
"433","2014-10-19","2014-10",NA,907,NA,"147,427","136,169","8,878","27,772"
"434","2014-10-20","2014-10",NA,908,NA,"147,427","136,169","8,878","27,772"
"435","2014-10-21","2014-10",NA,909,NA,"147,427","136,169","8,878","27,772"
"436","2014-10-22","2014-10",NA,910,NA,"147,427","136,169","8,878","27,772"
"437","2014-10-23","2014-10",NA,911,NA,"147,427","136,169","8,878","27,772"
"438","2014-10-24","2014-10",NA,914,NA,"147,427","136,169","8,878","27,772"
"439","2014-10-25","2014-10",NA,914,NA,"147,427","136,169","8,878","27,772"
"440","2014-10-26","2014-10",NA,914,NA,"147,427","136,169","8,878","27,772"
"441","2014-10-27","2014-10",NA,915,NA,"147,427","136,169","8,878","27,772"
"442","2014-10-28","2014-10",NA,914,NA,"147,427","136,169","8,878","27,772"
"443","2014-10-29","2014-10",NA,915,NA,"147,427","136,169","8,878","27,772"
"444","2014-10-30","2014-10",NA,915,NA,"147,427","136,169","8,878","27,772"
"445","2014-10-31","2014-10",NA,915,NA,"147,427","136,169","8,878","27,772"
"446","2014-11-01","2014-11",NA,914,NA,"147,404","136,247","8,816","27,696"
"447","2014-11-02","2014-11",NA,914,NA,"147,404","136,247","8,816","27,696"
"448","2014-11-03","2014-11",NA,916,NA,"147,404","136,247","8,816","27,696"
"449","2014-11-04","2014-11",NA,917,NA,"147,404","136,247","8,816","27,696"
"450","2014-11-05","2014-11",NA,915,NA,"147,404","136,247","8,816","27,696"
"451","2014-11-06","2014-11",NA,915,NA,"147,404","136,247","8,816","27,696"
"452","2014-11-07","2014-11",NA,915,NA,"147,404","136,247","8,816","27,696"
"453","2014-11-08","2014-11",NA,916,NA,"147,404","136,247","8,816","27,696"
"454","2014-11-09","2014-11",NA,920,NA,"147,404","136,247","8,816","27,696"
"455","2014-11-10","2014-11",NA,921,NA,"147,404","136,247","8,816","27,696"
"456","2014-11-11","2014-11",NA,922,NA,"147,404","136,247","8,816","27,696"
"457","2014-11-12","2014-11",NA,923,NA,"147,404","136,247","8,816","27,696"
"458","2014-11-13","2014-11",NA,925,NA,"147,404","136,247","8,816","27,696"
"459","2014-11-14","2014-11",NA,926,NA,"147,404","136,247","8,816","27,696"
"460","2014-11-15","2014-11",NA,927,NA,"147,404","136,247","8,816","27,696"
"461","2014-11-16","2014-11",NA,929,NA,"147,404","136,247","8,816","27,696"
"462","2014-11-17","2014-11",NA,930,NA,"147,404","136,247","8,816","27,696"
"463","2014-11-18","2014-11",NA,929,NA,"147,404","136,247","8,816","27,696"
"464","2014-11-19","2014-11",NA,930,NA,"147,404","136,247","8,816","27,696"
"465","2014-11-20","2014-11",NA,931,NA,"147,404","136,247","8,816","27,696"
"466","2014-11-21","2014-11",NA,932,NA,"147,404","136,247","8,816","27,696"
"467","2014-11-22","2014-11",NA,934,NA,"147,404","136,247","8,816","27,696"
"468","2014-11-23","2014-11",NA,934,NA,"147,404","136,247","8,816","27,696"
"469","2014-11-24","2014-11",NA,933,NA,"147,404","136,247","8,816","27,696"
"470","2014-11-25","2014-11",NA,933,NA,"147,404","136,247","8,816","27,696"
"471","2014-11-26","2014-11",NA,933,NA,"147,404","136,247","8,816","27,696"
"472","2014-11-27","2014-11",NA,933,NA,"147,404","136,247","8,816","27,696"
"473","2014-11-28","2014-11",NA,941,NA,"147,404","136,247","8,816","27,696"
"474","2014-11-29","2014-11",NA,942,NA,"147,404","136,247","8,816","27,696"
"475","2014-11-30","2014-11",NA,943,NA,"147,404","136,247","8,816","27,696"
"476","2014-12-01","2014-12",NA,942,NA,"147,615","136,468","8,717","27,473"
"477","2014-12-02","2014-12",NA,944,NA,"147,615","136,468","8,717","27,473"
"478","2014-12-03","2014-12",NA,946,NA,"147,615","136,468","8,717","27,473"
"479","2014-12-04","2014-12",NA,946,NA,"147,615","136,468","8,717","27,473"
"480","2014-12-05","2014-12",NA,946,NA,"147,615","136,468","8,717","27,473"
"481","2014-12-06","2014-12",NA,947,NA,"147,615","136,468","8,717","27,473"
"482","2014-12-07","2014-12",NA,948,NA,"147,615","136,468","8,717","27,473"
"483","2014-12-08","2014-12",NA,948,NA,"147,615","136,468","8,717","27,473"
"484","2014-12-09","2014-12",NA,949,NA,"147,615","136,468","8,717","27,473"
"485","2014-12-10","2014-12",NA,950,NA,"147,615","136,468","8,717","27,473"
"486","2014-12-11","2014-12",NA,951,NA,"147,615","136,468","8,717","27,473"
"487","2014-12-12","2014-12",NA,951,NA,"147,615","136,468","8,717","27,473"
"488","2014-12-13","2014-12",NA,954,NA,"147,615","136,468","8,717","27,473"
"489","2014-12-14","2014-12",NA,956,NA,"147,615","136,468","8,717","27,473"
"490","2014-12-15","2014-12",NA,957,NA,"147,615","136,468","8,717","27,473"
"491","2014-12-16","2014-12",NA,957,NA,"147,615","136,468","8,717","27,473"
"492","2014-12-17","2014-12",NA,959,NA,"147,615","136,468","8,717","27,473"
"493","2014-12-18","2014-12",NA,960,NA,"147,615","136,468","8,717","27,473"
"494","2014-12-19","2014-12",NA,960,NA,"147,615","136,468","8,717","27,473"
"495","2014-12-20","2014-12",NA,959,NA,"147,615","136,468","8,717","27,473"
"496","2014-12-21","2014-12",NA,958,NA,"147,615","136,468","8,717","27,473"
"497","2014-12-22","2014-12",NA,959,NA,"147,615","136,468","8,717","27,473"
"498","2014-12-23","2014-12",NA,959,NA,"147,615","136,468","8,717","27,473"
"499","2014-12-24","2014-12",NA,959,NA,"147,615","136,468","8,717","27,473"
"500","2014-12-25","2014-12",NA,961,NA,"147,615","136,468","8,717","27,473"
"501","2014-12-26","2014-12",NA,961,NA,"147,615","136,468","8,717","27,473"
"502","2014-12-27","2014-12",NA,961,NA,"147,615","136,468","8,717","27,473"
"503","2014-12-28","2014-12",NA,964,NA,"147,615","136,468","8,717","27,473"
"504","2014-12-29","2014-12",NA,965,NA,"147,615","136,468","8,717","27,473"
"505","2014-12-30","2014-12",NA,967,NA,"147,615","136,468","8,717","27,473"
"506","2014-12-31","2014-12",NA,973,NA,"147,615","136,468","8,717","27,473"
"507","2015-01-01","2015-1",NA,974,NA,"148,145","136,781","8,725","27,559"
"508","2015-01-02","2015-1",NA,974,NA,"148,145","136,781","8,725","27,559"
"509","2015-01-03","2015-1",NA,976,NA,"148,145","136,781","8,725","27,559"
"510","2015-01-04","2015-1",NA,977,NA,"148,145","136,781","8,725","27,559"
"511","2015-01-05","2015-1",NA,980,NA,"148,145","136,781","8,725","27,559"
"512","2015-01-06","2015-1",NA,999,NA,"148,145","136,781","8,725","27,559"
"513","2015-01-07","2015-1",NA,1003,NA,"148,145","136,781","8,725","27,559"
"514","2015-01-08","2015-1",NA,1003,NA,"148,145","136,781","8,725","27,559"
"515","2015-01-09","2015-1",NA,1003,NA,"148,145","136,781","8,725","27,559"
"516","2015-01-10","2015-1",NA,1004,NA,"148,145","136,781","8,725","27,559"
"517","2015-01-11","2015-1",NA,1004,NA,"148,145","136,781","8,725","27,559"
"518","2015-01-12","2015-1",NA,1005,NA,"148,145","136,781","8,725","27,559"
"519","2015-01-13","2015-1",NA,1007,NA,"148,145","136,781","8,725","27,559"
"520","2015-01-14","2015-1",NA,1009,NA,"148,145","136,781","8,725","27,559"
"521","2015-01-15","2015-1",NA,1011,NA,"148,145","136,781","8,725","27,559"
"522","2015-01-16","2015-1",NA,1013,NA,"148,145","136,781","8,725","27,559"
"523","2015-01-17","2015-1",NA,1013,NA,"148,145","136,781","8,725","27,559"
"524","2015-01-18","2015-1",NA,1012,NA,"148,145","136,781","8,725","27,559"
"525","2015-01-19","2015-1",NA,1011,NA,"148,145","136,781","8,725","27,559"
"526","2015-01-20","2015-1",NA,1011,NA,"148,145","136,781","8,725","27,559"
"527","2015-01-21","2015-1",NA,1012,NA,"148,145","136,781","8,725","27,559"
"528","2015-01-22","2015-1",NA,1014,NA,"148,145","136,781","8,725","27,559"
"529","2015-01-23","2015-1",NA,1016,NA,"148,145","136,781","8,725","27,559"
"530","2015-01-24","2015-1",NA,1021,NA,"148,145","136,781","8,725","27,559"
"531","2015-01-25","2015-1",NA,1024,NA,"148,145","136,781","8,725","27,559"
"532","2015-01-26","2015-1",NA,1025,NA,"148,145","136,781","8,725","27,559"
"533","2015-01-27","2015-1",NA,1027,NA,"148,145","136,781","8,725","27,559"
"534","2015-01-28","2015-1",NA,1028,NA,"148,145","136,781","8,725","27,559"
"535","2015-01-29","2015-1",NA,1027,NA,"148,145","136,781","8,725","27,559"
"536","2015-01-30","2015-1",NA,1028,NA,"148,145","136,781","8,725","27,559"
"537","2015-01-31","2015-1",NA,1029,NA,"148,145","136,781","8,725","27,559"
"538","2015-02-01","2015-2",NA,1031,NA,"148,045","137,168","8,342","27,389"
"539","2015-02-02","2015-2",NA,1032,NA,"148,045","137,168","8,342","27,389"
"540","2015-02-03","2015-2",NA,1032,NA,"148,045","137,168","8,342","27,389"
"541","2015-02-04","2015-2",NA,1031,NA,"148,045","137,168","8,342","27,389"
"542","2015-02-05","2015-2",NA,1034,NA,"148,045","137,168","8,342","27,389"
"543","2015-02-06","2015-2",NA,1035,NA,"148,045","137,168","8,342","27,389"
"544","2015-02-07","2015-2",NA,1036,NA,"148,045","137,168","8,342","27,389"
"545","2015-02-08","2015-2",NA,1046,NA,"148,045","137,168","8,342","27,389"
"546","2015-02-09","2015-2",NA,1059,NA,"148,045","137,168","8,342","27,389"
"547","2015-02-10","2015-2",NA,1060,NA,"148,045","137,168","8,342","27,389"
"548","2015-02-11","2015-2",NA,1060,NA,"148,045","137,168","8,342","27,389"
"549","2015-02-12","2015-2",NA,1061,NA,"148,045","137,168","8,342","27,389"
"550","2015-02-13","2015-2",NA,1061,NA,"148,045","137,168","8,342","27,389"
"551","2015-02-14","2015-2",NA,1062,NA,"148,045","137,168","8,342","27,389"
"552","2015-02-15","2015-2",NA,1063,NA,"148,045","137,168","8,342","27,389"
"553","2015-02-16","2015-2",NA,1064,NA,"148,045","137,168","8,342","27,389"
"554","2015-02-17","2015-2",NA,1065,NA,"148,045","137,168","8,342","27,389"
"555","2015-02-18","2015-2",NA,1067,NA,"148,045","137,168","8,342","27,389"
"556","2015-02-19","2015-2",NA,1068,NA,"148,045","137,168","8,342","27,389"
"557","2015-02-20","2015-2",NA,1070,NA,"148,045","137,168","8,342","27,389"
"558","2015-02-21","2015-2",NA,1072,NA,"148,045","137,168","8,342","27,389"
"559","2015-02-22","2015-2",NA,1074,NA,"148,045","137,168","8,342","27,389"
"560","2015-02-23","2015-2",NA,1076,NA,"148,045","137,168","8,342","27,389"
"561","2015-02-24","2015-2",NA,1081,NA,"148,045","137,168","8,342","27,389"
"562","2015-02-25","2015-2",NA,1106,NA,"148,045","137,168","8,342","27,389"
"563","2015-02-26","2015-2",NA,1110,NA,"148,045","137,168","8,342","27,389"
"564","2015-02-27","2015-2",NA,1113,NA,"148,045","137,168","8,342","27,389"
"565","2015-02-28","2015-2",NA,1114,NA,"148,045","137,168","8,342","27,389"
"566","2015-03-01","2015-3",NA,1114,NA,"148,128","136,806","8,636","27,126"
"567","2015-03-02","2015-3",NA,1119,NA,"148,128","136,806","8,636","27,126"
"568","2015-03-03","2015-3",NA,1120,NA,"148,128","136,806","8,636","27,126"
"569","2015-03-04","2015-3",NA,1123,NA,"148,128","136,806","8,636","27,126"
"570","2015-03-05","2015-3",NA,1125,NA,"148,128","136,806","8,636","27,126"
"571","2015-03-06","2015-3",NA,1128,NA,"148,128","136,806","8,636","27,126"
"572","2015-03-07","2015-3",NA,1127,NA,"148,128","136,806","8,636","27,126"
"573","2015-03-08","2015-3",NA,1127,NA,"148,128","136,806","8,636","27,126"
"574","2015-03-09","2015-3",NA,1128,NA,"148,128","136,806","8,636","27,126"
"575","2015-03-10","2015-3",NA,1130,NA,"148,128","136,806","8,636","27,126"
"576","2015-03-11","2015-3",NA,1131,NA,"148,128","136,806","8,636","27,126"
"577","2015-03-12","2015-3",NA,1131,NA,"148,128","136,806","8,636","27,126"
"578","2015-03-13","2015-3",NA,1149,NA,"148,128","136,806","8,636","27,126"
"579","2015-03-14","2015-3",NA,1155,NA,"148,128","136,806","8,636","27,126"
"580","2015-03-15","2015-3",NA,1159,NA,"148,128","136,806","8,636","27,126"
"581","2015-03-16","2015-3",NA,1161,NA,"148,128","136,806","8,636","27,126"
"582","2015-03-17","2015-3",NA,1160,NA,"148,128","136,806","8,636","27,126"
"583","2015-03-18","2015-3",NA,1161,NA,"148,128","136,806","8,636","27,126"
"584","2015-03-19","2015-3",NA,1162,NA,"148,128","136,806","8,636","27,126"
"585","2015-03-20","2015-3",NA,1164,NA,"148,128","136,806","8,636","27,126"
"586","2015-03-21","2015-3",NA,1164,NA,"148,128","136,806","8,636","27,126"
"587","2015-03-22","2015-3",NA,1164,NA,"148,128","136,806","8,636","27,126"
"588","2015-03-23","2015-3",NA,1164,NA,"148,128","136,806","8,636","27,126"
"589","2015-03-24","2015-3",NA,1163,NA,"148,128","136,806","8,636","27,126"
"590","2015-03-25","2015-3",NA,1181,NA,"148,128","136,806","8,636","27,126"
"591","2015-03-26","2015-3",NA,1198,NA,"148,128","136,806","8,636","27,126"
"592","2015-03-27","2015-3",NA,1203,NA,"148,128","136,806","8,636","27,126"
"593","2015-03-28","2015-3",NA,1208,NA,"148,128","136,806","8,636","27,126"
"594","2015-03-29","2015-3",NA,1207,NA,"148,128","136,806","8,636","27,126"
"595","2015-03-30","2015-3",NA,1207,NA,"148,128","136,806","8,636","27,126"
"596","2015-03-31","2015-3",NA,1208,NA,"148,128","136,806","8,636","27,126"
